Contact ID,First Name,Last Name,Email,Phone Number,Mobile Phone Number,Job Title,Lifecycle Stage,Lead Status,Create Date,Last Modified Date,Contact Owner,Lead Source,Website URL,Street Address,City,State/Region,Postal Code,Country,Associated Company Domain
CONT-e02d3671-0b77-48ce-b108-1366ff8d790b,Caitlyn,Jones,hicksjasmin@example.org,(448)552-1704x75744,001-648-206-8721x233,Patent attorney,Customer,,2023-04-19,2023-04-27,dwight.schrute@example.com,Email Marketing,,16062 Smith Cliff,Brownberg,RI,83667,Chile,
CONT-f18c2f81-223e-4188-b14e-4ed3d975720f,Michael,Diaz,debra26@example.org,+1-320-981-9730x1560,(796)908-9605x03810,"Development worker, international aid",Customer,,2024-09-27,2025-04-05,michael.scott@example.com,Other Campaigns,,20546 Brown Radial Suite 463,Daughertyside,WY,38113,Paraguay,
CONT-8a293df8-85b0-4376-9007-44880a61dd4b,Amanda,Garcia,jennifer29@example.net,+1-743-498-8476x1977,001-465-643-3402x2790,Archaeologist,Marketing Qualified Lead,Open Deal,2024-04-21,2025-03-30,pam.beesly@example.com,Direct Traffic,http://www.barnes.org/,7963 Ramirez Trail Apt. 645,Solomonburgh,DC,13600,Serbia,
CONT-20585a4f-2a0e-44d7-a2ae-a43770a00e30,Trevor,Guzman,sarah61@example.com,(401)570-0692x1703,+1-955-751-6635x18958,Waste management officer,Customer,,2023-05-31,2024-07-13,jim.halpert@example.com,Paid Search,https://www.torres.com/,851 Greene Wall,Jessicachester,AR,48792,Ethiopia,reese.com
CONT-0a7485c0-9690-4004-91f5-1abe7f8008c4,Randy,Shaw,mercereric@example.com,+1-800-209-0148x52988,446.588.8695,Leisure centre manager,Sales Qualified Lead,Connected,2023-06-01,2023-08-09,angela.martin@example.com,Organic Search,http://lewis-miller.com/,358 Sean Mountain,Mercadotown,GU,12632,Haiti,perkins-davis.net
CONT-c8286236-8032-4d8f-bedf-48e1cbc87dfd,Allison,Poole,chelsey32@example.net,(546)896-6502x32951,(586)401-9939x4447,Clinical embryologist,Sales Qualified Lead,In Progress,2022-03-30,2023-08-04,dwight.schrute@example.com,Email Marketing,,469 Matthew Cape Suite 718,Piercemouth,PA,20322,Guernsey,malone.info
CONT-0dc671d2-c827-4429-9b6f-7eaeff17e3da,Eric,Martinez,donna06@example.org,901-564-8490x85393,+1-967-345-1402,Commissioning editor,Subscriber,,2023-11-20,2024-06-18,michael.scott@example.com,Social Media,https://www.diaz-patterson.net/,6725 Holmes Harbors Apt. 129,New Robert,NC,96962,French Guiana,lucas-welch.com
CONT-09f4d1db-9ccf-4b76-a553-d9e8edf90b75,Christopher,Mejia,uhogan@example.net,904-827-1661,+1-242-885-7376,Chemical engineer,Evangelist,,2022-05-25,2024-08-11,pam.beesly@example.com,Referral,,582 Anthony Pines,North Christopherborough,MD,84470,Vietnam,holmes-navarro.biz
CONT-c6702b27-857a-4e5d-b543-6e5e430ff60a,Kayla,Moore,hughesclaudia@example.org,(610)551-6996,001-391-590-3896,Dietitian,Opportunity,,2025-04-28,2025-05-02,jim.halpert@example.com,Referral,,92181 Martin Circles Suite 313,New Jenniferburgh,WI,11126,Saint Barthelemy,tran-bird.com
CONT-d188f73a-5507-4ff9-a624-e42def1c30ec,Jennifer,Frazier,ltapia@example.net,527-976-0316x54566,001-525-258-5897,"Lecturer, higher education",Opportunity,,2024-12-05,2024-12-15,angela.martin@example.com,Email Marketing,,2582 Hughes Villages Suite 994,Wardstad,NH,86933,Honduras,smith.org
CONT-15da4c64-0a2e-4b26-bcd7-3c526ce1aac2,Douglas,Henderson,proctorstacy@example.org,(878)355-1552x986,(969)735-2878,Database administrator,Sales Qualified Lead,,2023-10-05,2024-11-25,dwight.schrute@example.com,Other Campaigns,,6634 Michael Trail Apt. 588,Carlsonfort,MN,22832,Western Sahara,bush-phillips.info
CONT-d9bb9dd1-7728-4915-a9a8-a544d0d33aa2,Tina,Smith,guerreromary@example.com,001-479-470-3899x7218,001-779-354-8174,Museum/gallery exhibitions officer,Customer,,2024-04-01,2024-10-17,michael.scott@example.com,Direct Traffic,https://jones.com/,92651 Lee Flats Suite 181,North Valeriechester,PA,28766,Argentina,olson.com
CONT-2da2dc0a-3273-4d64-8dcd-710d80eeb4a2,Amanda,Jacobson,andersonlinda@example.com,685.443.4836x43990,228-703-9054x025,Air traffic controller,Other,,2022-01-03,2022-05-08,pam.beesly@example.com,Social Media,https://www.foster.net/,55733 Kara Views Apt. 302,New Jason,OH,19583,Chile,
CONT-cdf738c3-05bc-4472-9ac8-536584e12bcb,Denise,Kennedy,bethsmith@example.com,+1-383-703-2991x214,447.625.8574,"Doctor, hospital",Sales Qualified Lead,Attempted to Contact,2025-02-27,2025-04-07,jim.halpert@example.com,Direct Traffic,,0840 Crystal View,Shannonmouth,OK,08710,Bouvet Island (Bouvetoya),ortiz.com
CONT-12795780-01e4-4912-abab-3c6782299976,Carol,Norton,rhonda21@example.net,230-633-3935x6064,632.405.3602x8764,Sports administrator,Opportunity,,2024-03-28,2024-05-22,angela.martin@example.com,Paid Search,,2655 Laura Falls,Port Courtney,KS,27934,Venezuela,
CONT-ef410079-14de-4382-95a5-326bb837c686,George,Ferguson,jacquelinegriffin@example.org,+1-837-857-7731x03016,534.289.0936x6303,Aid worker,Subscriber,,2024-07-03,2025-04-18,dwight.schrute@example.com,Social Media,,61587 Steven Locks,West Christopher,AK,53883,Cayman Islands,
CONT-e554b511-6f37-475c-b3ad-042eedddc581,Kelsey,Byrd,michaelmontgomery@example.org,+1-632-255-7785x0088,+1-773-752-7810,Broadcast engineer,Lead,In Progress,2023-02-13,2025-01-21,michael.scott@example.com,Direct Traffic,,45549 Greene Vista,Lake Josephview,UT,20465,San Marino,malone.info
CONT-d2e9841e-cd8b-45e1-9c8b-6f2f64e9dd67,Susan,Huff,kevinward@example.org,001-314-444-3061x257,+1-374-929-0728x052,Solicitor,Subscriber,,2025-02-09,2025-04-30,pam.beesly@example.com,Social Media,,7484 Love Loop,Wyattmouth,MT,26717,Italy,malone.info
CONT-fd52faea-ac1d-4071-90f3-f49d5e6bb046,Jennifer,Randall,colonrobert@example.net,573-429-3740,4052111867,"Programme researcher, broadcasting/film/video",Opportunity,,2022-02-24,2022-06-17,jim.halpert@example.com,Social Media,,62626 Jose Cliffs,South Kevin,WV,83337,Liberia,robles-ware.info
CONT-2047ee2d-5283-4ec7-b07e-1ea19e9fbb75,Raven,Fisher,mahoneywanda@example.org,417.837.9330x0747,(979)893-9904x03084,Claims inspector/assessor,Sales Qualified Lead,In Progress,2022-05-28,2022-12-07,angela.martin@example.com,Email Marketing,http://www.becker.org/,60147 Alan Pine,Douglasfurt,PW,13299,Vanuatu,morton.com
CONT-fd6c597e-d794-4fd5-8e2e-63457e005364,Miranda,Davis,edwinlivingston@example.net,302-722-3219,848-971-9347,Hospital pharmacist,Opportunity,,2025-01-26,2025-04-25,dwight.schrute@example.com,Direct Traffic,,508 Seth Manors,West Tammy,MN,01704,Colombia,
CONT-4bdb75ef-c2a0-46e9-bd7b-95166845e24e,Tommy,Hines,rickyjohnson@example.com,(910)460-0136x958,786.594.4550x5536,Technical sales engineer,Customer,,2023-01-13,2024-12-26,michael.scott@example.com,Offline Sources,,8006 Richard Land,New Julieborough,KY,75151,Ecuador,garcia.com
CONT-62250bf0-20e4-4342-8ac3-67c300082d17,Lauren,Singleton,debrasims@example.net,+1-243-869-7461x9126,6178073642,"Conservator, museum/gallery",Opportunity,,2024-03-22,2024-08-04,pam.beesly@example.com,Paid Search,,72089 Matthew Mills Apt. 883,Susanbury,MN,80428,Netherlands Antilles,hamilton.com
CONT-3839be4a-44f5-472c-9923-79c7fd617c33,Anna,Hamilton,benjamin03@example.com,935.768.9533,001-924-348-7936x2549,Network engineer,Evangelist,,2023-12-05,2024-01-01,jim.halpert@example.com,Offline Sources,,9155 Carter Loop Apt. 546,East Monicashire,MO,01511,United States Virgin Islands,
CONT-dc6d25c4-f8ee-4d9c-b859-0c993eadfc8c,Joseph,Marquez,michaelterrell@example.com,001-619-636-4039,(941)782-1453,Arts development officer,Opportunity,,2025-04-04,2025-05-01,angela.martin@example.com,Email Marketing,,85284 Bianca Parkways Apt. 602,Lake Philip,NE,30070,Aruba,
CONT-cf180ad7-a61d-42ae-97dc-99e050ecdcd5,Keith,Carroll,toddedwards@example.net,001-708-857-6496x41763,5558346304,"Engineer, aeronautical",Opportunity,,2024-01-18,2024-10-21,dwight.schrute@example.com,Offline Sources,http://carr.com/,4487 Turner Views,Melissafort,OR,87866,Saint Barthelemy,burke.info
CONT-09d80394-9522-4279-95e1-d8a983871414,William,Austin,ghall@example.net,001-821-735-9057x197,717.225.3001,Market researcher,Marketing Qualified Lead,Connected,2023-09-22,2023-11-29,michael.scott@example.com,Email Marketing,http://mcmahon.biz/,52746 Michele Rapid,South Jason,PR,76707,Congo,
CONT-e9acdb42-20e1-4dd6-8cda-cd400eae0fea,Jared,Phillips,browndavid@example.net,+1-895-728-5540x8253,800-963-6965,"Designer, textile",Subscriber,,2022-06-16,2022-07-20,pam.beesly@example.com,Other Campaigns,,22064 Theresa Shoal Apt. 093,East Kimberly,ME,15197,Uruguay,
CONT-378d2256-d5b6-49b8-9d18-21d70feca61f,Caitlin,Baxter,mccoytara@example.org,407.833.1334x87287,565-411-8900x8662,Teaching laboratory technician,Opportunity,,2023-12-30,2025-01-07,jim.halpert@example.com,Other Campaigns,http://www.potter.net/,051 Fowler Wells Apt. 223,Johnsonfort,OH,24835,Lebanon,
CONT-6cd4774c-1a23-46c8-988c-ed79b7eb42f4,Theresa,Jones,jessicacastaneda@example.org,721.522.0384x88630,931-301-1010,Firefighter,Opportunity,,2022-01-25,2024-03-09,angela.martin@example.com,Organic Search,http://www.fleming.com/,777 Shelby Inlet,Lopezfort,CT,45594,France,galvan.org
CONT-248845da-c8f2-4569-a373-18e0a592ef7f,Brett,Lee,edickson@example.org,(762)609-8215,001-529-410-8723x7263,Archaeologist,Other,,2022-01-30,2022-08-13,dwight.schrute@example.com,Email Marketing,https://lopez.org/,493 Joseph Light,Bensonfurt,AZ,21149,India,roth-holmes.biz
CONT-dcfaa9ec-325d-4404-85db-6cb0b14c8a7d,Melissa,Nguyen,vholden@example.com,001-483-347-4822x1863,228.611.9500,Armed forces operational officer,Sales Qualified Lead,Connected,2022-09-13,2024-06-11,michael.scott@example.com,Paid Search,,413 White Stream,Lake Matthew,KS,24500,Italy,allen.com
CONT-7d8cef99-7077-4943-8654-2f1016775bec,Carolyn,Jones,cthornton@example.com,473-848-2737x7982,+1-926-697-5478x864,Building services engineer,Marketing Qualified Lead,Open Deal,2023-05-27,2025-02-21,pam.beesly@example.com,Offline Sources,,32377 Brown Village Apt. 610,Port Nicole,MD,72948,Czech Republic,
CONT-0f045035-eb79-4e73-b6ee-01b364d807ba,Brandon,Rodriguez,mpeterson@example.com,5348308491,001-286-944-9542x87484,Advertising copywriter,Sales Qualified Lead,Open,2023-11-28,2025-01-06,jim.halpert@example.com,Social Media,http://www.rogers.net/,9316 Martin Place Apt. 236,South Anthony,ME,21366,Libyan Arab Jamahiriya,miller-benitez.com
CONT-b2b75cbe-3a16-4c92-8a76-963a8864c142,Michael,Ponce,gharris@example.com,(329)664-8688x3207,001-424-467-6931x09150,Public librarian,Opportunity,,2023-09-23,2024-08-25,angela.martin@example.com,Direct Traffic,,9871 Harris Mountain,Markville,AS,10983,Svalbard & Jan Mayen Islands,howard-nichols.com
CONT-ef7e3c4e-7340-4300-8c70-5bf550fae77f,Kevin,Gregory,shannon17@example.net,+1-708-640-4257,492-697-3919x063,Jewellery designer,Lead,,2023-10-20,2025-02-15,dwight.schrute@example.com,Email Marketing,,0632 Ashley Camp Apt. 449,Jacksonville,CA,33161,Andorra,burke.info
CONT-98cf7196-94bf-405e-ac6f-cb28d64188ad,Kristin,Gonzalez,aaron46@example.org,+1-657-940-9696,+1-934-538-3726x0344,Geoscientist,Customer,,2024-10-20,2024-12-08,michael.scott@example.com,Email Marketing,http://www.gregory.biz/,7385 Cross Common,South Lori,ND,80918,Angola,watson.net
CONT-22a3b1e8-d2ac-47fe-be4b-a872308cdf90,Evan,Olson,jennifer19@example.com,733-211-7132,001-603-844-6700x53634,Animator,Other,,2025-03-11,2025-03-26,pam.beesly@example.com,Direct Traffic,https://zhang.com/,941 Phillip Estate Suite 084,South John,TN,76168,Malaysia,
CONT-289455d0-8ade-4f50-b3cc-838b6a1e2699,Dustin,Kerr,juan56@example.net,+1-991-724-0101x7462,001-455-961-5218x772,"Merchandiser, retail",Evangelist,,2022-12-05,2023-03-07,jim.halpert@example.com,Other Campaigns,,112 Duke Fort,Lake Derrick,WA,42431,Tanzania,lewis.com
CONT-7aaae43b-a081-49cc-88c6-9905540f0b1c,Robert,Atkinson,shannonstacey@example.com,+1-641-517-0070x6817,+1-210-211-5323x737,Heritage manager,Evangelist,,2023-08-28,2024-08-26,angela.martin@example.com,Referral,,016 Kirby Avenue,West Deborah,SD,50161,Cocos (Keeling) Islands,singh.com
CONT-8547a733-5b86-4a29-85f4-56ea3967d4c9,Donna,Jones,josephfuller@example.com,551-975-6818x82568,001-512-432-5524x439,"Restaurant manager, fast food",Subscriber,,2023-11-03,2024-01-09,dwight.schrute@example.com,Organic Search,http://washington.com/,817 Leah Roads Suite 729,East Stephen,PA,76672,Algeria,
CONT-173b6fd1-3acb-45be-a220-d14d6af3706d,Cassandra,Douglas,joy59@example.net,001-225-210-9933x54884,249.476.4992,Building services engineer,Marketing Qualified Lead,Open,2024-09-15,2024-12-29,michael.scott@example.com,Referral,,6728 Morgan Tunnel Apt. 779,South Samuelfort,GA,59020,Malawi,
CONT-1cb1b42e-79fa-4e00-a30a-fe16c41ef362,Christopher,Thomas,timothy34@example.org,001-724-227-3255x6744,001-469-988-1323x7156,Medical laboratory scientific officer,Subscriber,,2024-08-12,2025-04-20,pam.beesly@example.com,Paid Search,,261 Diana Brooks Apt. 638,East Drewland,MI,78077,Sudan,thomas.com
CONT-7e808e47-33ad-4c5c-a79d-6df942152ad7,Anthony,Ritter,thomasmelanie@example.net,629.771.7734x0413,+1-465-865-6559x81595,Estate agent,Lead,Open,2024-03-27,2024-09-01,jim.halpert@example.com,Organic Search,,159 Allen Prairie Apt. 220,Troyfort,WY,06528,Cape Verde,
CONT-b677ab86-b120-45fe-b6dd-760263b9345a,Catherine,Le,umcdonald@example.net,4399352865,748.356.3945x84799,Site engineer,Customer,,2023-01-08,2023-05-31,angela.martin@example.com,Paid Search,,840 May Loop,Lake Jacob,ND,45678,Dominican Republic,tran-bird.com
CONT-2ddebec9-9908-4110-b5b9-c2859ad9b481,Samuel,Yang,hlong@example.com,(746)233-9502x1713,(910)570-8930,"Therapist, speech and language",Other,,2022-05-06,2022-08-02,dwight.schrute@example.com,Referral,https://turner-martin.com/,3719 Kyle Plain,East Hunterborough,NM,41925,Armenia,cardenas-hicks.com
CONT-3d40e55c-1d4b-40e0-8b07-5540c78e0866,Philip,Rodriguez,coxnathan@example.com,437.615.2878,(627)705-1956,Chief Financial Officer,Lead,Unqualified,2024-01-03,2025-04-26,michael.scott@example.com,Social Media,,39912 Powers Lakes,East Adam,PW,97961,Poland,allen.com
CONT-54550772-5e75-4719-a227-2810d53a29c4,Elizabeth,Hardin,holly51@example.com,2237940660,212.768.1615x12705,Comptroller,Opportunity,,2022-04-25,2022-09-28,pam.beesly@example.com,Referral,,730 Taylor Walks,Lake Brian,GU,89041,Palestinian Territory,ross.com
CONT-2b6aa9d1-041a-483b-b4d2-a08ca3976277,Christine,Soto,rknight@example.com,216-782-9307x19902,991.401.2045x196,Emergency planning/management officer,Evangelist,,2025-01-21,2025-03-08,jim.halpert@example.com,Direct Traffic,,82844 Benjamin Rest Apt. 438,Melissaview,AL,05052,Venezuela,garcia-brown.com
CONT-051852e1-bcf1-457a-8364-5a7c5c70d03f,Lisa,Porter,meghanmendoza@example.com,979.768.5660,+1-280-779-2105,Trade mark attorney,Subscriber,,2022-11-13,2025-01-31,angela.martin@example.com,Social Media,https://www.kelly.com/,08897 Hess Throughway Suite 435,Griffintown,PA,37360,Iraq,griffin-cobb.com
CONT-f7884c1c-4df2-4aee-b428-dd31ea828007,James,Steele,molinalaura@example.net,+1-625-445-6492x96753,613.699.0656x4268,Legal executive,Customer,,2025-04-18,2025-04-21,dwight.schrute@example.com,Referral,,307 Carter Estate Suite 039,Port Anthonyton,VI,70801,Palestinian Territory,mcdonald.info
CONT-be57342e-e7c8-4461-9368-526cedc4e997,David,Williams,crystalhernandez@example.net,4967846582,949-722-1129,Medical secretary,Other,,2022-03-12,2025-05-02,michael.scott@example.com,Organic Search,http://arnold.com/,3718 Megan Brook Suite 899,East Maria,VT,35265,Angola,garcia-brown.com
CONT-8c34a7a0-a97c-4976-85db-03451f8514e4,Rhonda,Watson,haydendakota@example.org,001-850-952-7778x70298,756.919.8612,Broadcast presenter,Marketing Qualified Lead,New,2022-11-04,2023-01-03,pam.beesly@example.com,Offline Sources,,15101 Weiss Ranch,Timothyhaven,VA,18574,Kazakhstan,
CONT-41befbcd-c0c3-49c4-931a-93d843c38bdc,Stephen,Davenport,shernandez@example.net,825.710.1478x01936,001-497-312-6760x6845,"Scientist, marine",Subscriber,,2023-09-19,2024-11-14,jim.halpert@example.com,Social Media,http://brady.com/,14141 Elizabeth Forges,North Stephanie,NM,50463,Cyprus,
CONT-76af8aed-f90c-4d35-913f-9c47e31d9eae,Kristopher,Humphrey,kaylajackson@example.com,225-396-6475x35566,+1-478-372-6349x197,"Geologist, engineering",Subscriber,,2023-12-25,2024-04-10,angela.martin@example.com,Paid Search,https://www.adams-thompson.com/,4385 Mendez Plains,Davidton,PW,43651,United Arab Emirates,
CONT-03b751a3-de9e-4837-a142-15e01c126652,Christopher,Fisher,cwolfe@example.net,362.271.9374,840.765.3570x25455,Make,Evangelist,,2025-03-26,2025-03-26,dwight.schrute@example.com,Direct Traffic,,508 Jason Circles Apt. 852,Taylorview,KS,74388,Liechtenstein,hernandez.info
CONT-05df8e22-135c-4d66-ac21-49afebde66a3,Kenneth,Gomez,wjones@example.org,001-534-725-8389x221,679.416.6619,Company secretary,Other,,2024-02-03,2024-08-23,michael.scott@example.com,Referral,,36849 Mahoney Estate Apt. 474,Hernandezstad,SD,22555,Bolivia,cross.com
CONT-e6e2631c-96d8-459d-9b9a-e625efb954a8,William,Terry,ruizcarrie@example.net,799-245-0953x7827,001-415-564-8130x730,Company secretary,Subscriber,,2023-03-01,2024-02-08,pam.beesly@example.com,Organic Search,,63143 Eric Cliff,Lake Jamie,ND,79324,Montserrat,murphy-downs.biz
CONT-b3d98f07-c3df-4c51-8af2-16fb5efd6bd0,Nathan,Espinoza,andersonjacqueline@example.net,+1-747-269-0578,400.989.1233x99875,Historic buildings inspector/conservation officer,Lead,Connected,2023-03-19,2023-07-06,jim.halpert@example.com,Other Campaigns,,01865 Smith Courts Suite 791,South Laura,LA,06049,Malawi,
CONT-71c4fceb-7ea1-4d17-a1c9-aca900d79bcb,Susan,Lynch,jennifer20@example.com,(597)680-0140x958,826.292.0139x57397,Counselling psychologist,Sales Qualified Lead,Attempted to Contact,2024-02-16,2024-06-24,angela.martin@example.com,Direct Traffic,https://www.brown-lyons.org/,16641 Greer Knoll Apt. 788,Barbaraland,GU,26459,Fiji,atkins.biz
CONT-e89a05c7-5f91-4842-81fb-64943c4da10e,Crystal,Moran,amygarcia@example.net,214-680-1341x6604,001-879-272-8790x937,Armed forces training and education officer,Marketing Qualified Lead,Open Deal,2024-04-23,2024-05-31,dwight.schrute@example.com,Social Media,,530 James Way,Hooperstad,CA,90974,Bolivia,henderson-leach.com
CONT-94c59f93-3927-415f-8bb8-724c2fb5ea61,James,Harvey,deankendra@example.com,(409)580-2377,+1-428-687-1179,Colour technologist,Marketing Qualified Lead,Unqualified,2024-10-22,2024-10-24,michael.scott@example.com,Direct Traffic,,955 Brown Mountain Suite 069,North Frank,MO,03262,Cocos (Keeling) Islands,
CONT-965be10b-ab85-4b15-aa4e-ea70b0228f94,John,Rodriguez,jonathanelliott@example.com,+1-710-384-6473x203,(873)440-2635,Homeopath,Subscriber,,2024-11-02,2025-03-25,pam.beesly@example.com,Paid Search,http://www.johnson.com/,690 Barrett Circles Suite 841,South Danielle,TN,90818,Panama,cross.com
CONT-3f38364e-117b-4346-8c5c-d900d3a1e182,Kristina,Kelly,nmartin@example.net,975-358-7884x32971,801.557.2401x333,"Civil engineer, contracting",Lead,Open,2024-10-09,2024-12-07,jim.halpert@example.com,Other Campaigns,,879 Hernandez Fork Apt. 032,Lake Peter,NV,43878,Saint Martin,robles-ware.info
CONT-306336a3-4ff9-4100-8a01-8738603a43af,Danielle,Burns,jesse31@example.org,513.669.9038x470,524.399.3332x633,"Pharmacist, hospital",Customer,,2022-01-01,2023-01-30,angela.martin@example.com,Other Campaigns,https://wu-stevens.com/,92956 Alvarez Divide Suite 407,Lake Joshuaville,TN,99116,Indonesia,
CONT-b87a62a8-5341-41de-9bdb-89bf8fbc9046,Benjamin,Burgess,kelly53@example.org,+1-658-884-8800x446,850-609-4039x21210,"Radiographer, diagnostic",Customer,,2022-10-02,2024-10-25,dwight.schrute@example.com,Offline Sources,https://davis-patterson.com/,73692 Courtney Turnpike Apt. 927,Brookschester,MP,93323,Swaziland,martinez-baker.net
CONT-08ac8c1c-13a9-4b1f-b7f5-2c7cc3701d3a,Melissa,Payne,rjimenez@example.org,+1-320-334-9344,(322)713-9282,Arts development officer,Subscriber,,2024-08-08,2025-04-12,michael.scott@example.com,Referral,https://morgan.biz/,50211 Vanessa Knolls Suite 023,Martinezborough,IL,09707,Venezuela,mcpherson.com
CONT-6b3f7caa-9124-4a3b-9499-2092226bfd3b,Nathaniel,Sherman,jhernandez@example.com,609-494-8504x676,+1-505-208-2818,Historic buildings inspector/conservation officer,Lead,Bad Timing,2024-05-19,2024-10-01,pam.beesly@example.com,Social Media,,95519 David Expressway Apt. 869,North Lori,OR,65972,Afghanistan,howard-nichols.com
